Club,Last Name,First Name,Position,Salary,Compensation,Year
Colorado Rapids,Stewart-Baynes,Kimani,Left Wing,71401,72401,2024
Colorado Rapids,Steffen,Zack,Goalkeeper,900000,900000,2024
Colorado Rapids,Vines,Sam,Left-back,850000,862500,2024
Colorado Rapids,Ilic,Marko,Goalkeeper,420000,442850,2024
Colorado Rapids,Diack,Lamine,Defensive Midfield,750000,864150,2024
Colorado Rapids,Navarro Leal,Rafael,Center Forward,1125000,1452708,2024
Colorado Rapids,Cabral,Kévin,Left Wing,1950000,1950000,2024
Colorado Rapids,Mihailovic,Djordje,Attacking Midfield,1350000,1675000,2024
Colorado Rapids,Frederick,Wayne,Forward,71401,71401,2024
Colorado Rapids,Cabral,Rémi,Attacking Midfield,89716,89716,2024
Colorado Rapids,Fernandez,Omir,Attacking Midfield,575000,636875,2024
Colorado Rapids,Jones,Nate,Center-back,71401,71401,2024
Colorado Rapids,Navarro,Miguel,Left-back,300000,339000,2024
Colorado Rapids,Abubakar,Lalas,Center-back,665000,702125,2024
Colorado Rapids,Rosenberry,Keegan,Right-back,400000,400000,2024
Colorado Rapids,Lewis,Jonathan,Left Wing,410000,435000,2024
Colorado Rapids,Löffelsend,Jasper,Central Midfield,230000,255833,2024
Colorado Rapids,Chacón,Daniel,Center-back,90000,97750,2024
Colorado Rapids,Ronan,Connor,Central Midfield,470000,522400,2024
Colorado Rapids,Harris,Calvin,Left Wing,125000,127000,2024
Colorado Rapids,Keita,Aboubacar,Center-back,240000,270313,2024
Columbus Crew,Hinestroza,Marino,Left Wing,500000,574750,2024
Columbus Crew,Matan,Alexandru,Left Wing,450000,483250,2024
Columbus Crew,Nagbe,Darlington,Central Midfield,1400000,1540000,2024
Columbus Crew,Sands,Will,Left-back,125000,131250,2024
Columbus Crew,Habroune,Taha,Central Midfield,71401,83401,2024
Columbus Crew,Zawadzki,Sean,Central Midfield,375000,421875,2024
Columbus Crew,Hughes,Keegan,Center-back,89716,89716,2024
Columbus Crew,Russell-Rowe,Jacen,Center Forward,89716,97105,2024
Columbus Crew,Mrowka,Cole,Attacking Midfield,71401,91409,2024
Columbus Crew,Cheberko,Yevgen,Center-back,505000,553250,2024
Columbus Crew,Yeboah,Yaw,Right Wing,600000,663750,2024
Columbus Crew,Moreira,Steven,Right-back,800000,882000,2024
Columbus Crew,Morris,Aidan,Central Midfield,650000,714375,2024
Columbus Crew,Rossi,Diego,Left Wing,2675000,3376827,2024
Columbus Crew,Hernández,Cucho,Center Forward,2600000,2886000,2024
Columbus Crew,Camacho,Rudy,Center-back,475000,551000,2024
Columbus Crew,Schulte,Patrick,Goalkeeper,150000,160603,2024
Columbus Crew,Hagen,Nicholas,Goalkeeper,89716,100340,2024
Columbus Crew,Farsi,Mohamed,Right Midfield,350000,380000,2024
Columbus Crew,Arfsten,Max,Right Wing,71401,73246,2024
Columbus Crew,Amundsen,Malte,Left-back,360000,398700,2024
Columbus Crew,Bush,Evan,Goalkeeper,89716,89716,2024
Columbus Crew,Jones,Derrick,Central Midfield,325000,347969,2024
Columbus Crew,Ramirez,Christian,Center Forward,450000,495833,2024
DC United,Cordeiro Pirani,Gabriel,Attacking Midfield,665000,731700,2024
DC United,Peltola,Matti,Defensive Midfield,681818,757818,2024
DC United,Ku-DiPietro,Theodore,Attacking Midfield,120000,120000,2024
DC United,Akinmboni,Matai,Center-back,89716,99216,2024
DC United,Fletcher,Kristian,Left Wing,120000,139509,2024
DC United,Garay,Jeremy,Defensive Midfield,89716,93766,2024
DC United,Hopkins,Jackson,Center Forward,89716,90002,2024
DC United,Tubbs,Garrison,Center-back,71401,71401,2024
DC United,Birnbaum,Steve,Center-back,815000,815000,2024
DC United,Canouse,Russell,Central Midfield,650000,650000,2024
DC United,Jeahze,Mohanad,Left-back,687500,687500,2024
DC United,Rodríguez,Martín,Left Wing,1100000,1366200,2024
DC United,Dájome,Cristian,Left Wing,900000,965625,2024
DC United,Herrera,Aarón,Right-back,750000,845220,2024
DC United,Klich,Mateusz,Central Midfield,1900000,2093588,2024
DC United,Benteke,Christian,Center Forward,4250000,4432778,2024
DC United,Murrell,Jacob,Forward,71401,71401,2024
DC United,Miller,Tyler,Goalkeeper,425000,450000,2024
DC United,Santos,Pedro,Right Wing,450000,490000,2024
DC United,Crockford,Nate,Goalkeeper,71401,71401,2024
DC United,Zamudio,Luis,Goalkeeper,89716,89716,2024
DC United,Bartlett,Lucas,Center-back,89716,89716,2024
DC United,Stroud,Jared,Left Wing,230000,272500,2024
DC United,Sargis,Hayden,Center-back,89716,89716,2024
DC United,Antley,Conner,Right-back,89716,91383,2024
DC United,McVey,Christopher,Center-back,252000,276300,2024
DC United,Bono,Alex,Goalkeeper,200000,220000,2024
FC Cincinnati,Asad,Yamil,Left Wing,89716,89716,2024
FC Cincinnati,Angulo,Marco,Defensive Midfield,350000,398000,2024
FC Cincinnati,Bucha,Pavel,Central Midfield,450000,498782,2024
FC Cincinnati,Orellano,Luca,Right Wing,89716,89716,2024
FC Cincinnati,Barreal,Álvaro,Left Wing,690000,909297,2024
FC Cincinnati,Nwobodo,Obinna,Defensive Midfield,1310000,1444400,2024
FC Cincinnati,Jimenez,Stiven,Defensive Midfield,89716,89716,2024
FC Cincinnati,Walters,Paul,Goalkeeper,71401,79368,2024
FC Cincinnati,Valenzuela,Gerardo,Attacking Midfield,71401,88943,2024
FC Cincinnati,Ordóñez,Arquímides,Center Forward,89716,93253,2024
FC Cincinnati,Akpunonu,Joey,Center-back,71401,73901,2024
FC Cincinnati,Kubo,Yuya,Attacking Midfield,1364000,1479750,2024
FC Cincinnati,Santos,Sergio,Center Forward,800000,915625,2024
FC Cincinnati,Robinson,Miles,Center-back,1431820,1578580,2024
FC Cincinnati,Miazga,Matt,Center-back,1525000,1525000,2024
FC Cincinnati,Yedlin,DeAndre,Right-back,850000,898750,2024
FC Cincinnati,Baird,Corey,Center Forward,644319,712026,2024
FC Cincinnati,Acosta,Luciano,Attacking Midfield,2960000,4216413,2024
FC Cincinnati,Boupendza,Aaron,Center Forward,1352000,1759600,2024
FC Cincinnati,Celentano,Roman,Goalkeeper,425000,474000,2024
FC Cincinnati,Hagglund,Nick,Center-back,89716,103237,2024
FC Cincinnati,Pinto,Malik,Defensive Midfield,71401,71401,2024
FC Cincinnati,Aghedo,London,Center-back,71401,71401,2024
FC Cincinnati,Keller,Kipp,Center-back,89716,99716,2024
FC Cincinnati,Foster,Isaiah,Left-back,89716,94095,2024
FC Cincinnati,Murphy,Ian,Center-back,89716,91966,2024
FC Cincinnati,Louro,Evan,Goalkeeper,89716,94716,2024
FC Cincinnati,Halsey,Bret,Right-back,89716,98466,2024
FC Cincinnati,Powell,Alvas,Right-back,250000,294500,2024
FC Cincinnati,Kann,Alec,Goalkeeper,250000,270833,2024
FC Dallas,Sainté,Carl,Defensive Midfield,71401,71401,2024
FC Dallas,Velasco,Alan,Left Wing,1250000,1451000,2024
FC Dallas,Mulato,José,Center Forward,89716,127899,2024
FC Dallas,de Jesus Rocha,Geovane,Right-back,300000,347000,2024
FC Dallas,Sali,Enes,Left Wing,300000,345000,2024
FC Dallas,Scott,Tarik,Left Wing,89716,105658,2024
FC Dallas,Norris,Nolan,Left-back,89716,108358,2024
FC Dallas,Farfán,Marco,Left-back,512000,544813,2024
FC Dallas,Henry-Scott,Malik,Midfielder,71401,71401,2024
FC Dallas,Sealy,Dante,Left Wing,275036,297787,2024
FC Dallas,Carrera,Antonio,Goalkeeper,125000,144519,2024
FC Dallas,Urzua,Alejandro,Central Midfield,71401,71401,2024
FC Dallas,Parker,Isaiah,Left-back,100000,101000,2024
FC Dallas,Lletget,Sebastian,Central Midfield,750000,841250,2024
FC Dallas,Pomykal,Paxton,Attacking Midfield,950000,1058000,2024
FC Dallas,Arriola,Paul,Right Wing,1550000,1729400,2024
FC Dallas,Musa,Petar,Center Forward,1800000,2230000,2024
FC Dallas,Ferreira,Jesús,Center Forward,2000000,2204000,2024
FC Dallas,Farrington,Logan,Center Forward,71401,71401,2024
FC Dallas,Ntsabeleng,Tsiki,Attacking Midfield,89716,89716,2024
FC Dallas,Pondeca,Tomas,Right Wing,71401,71401,2024
FC Dallas,Ibeagha,Sebastien,Center-back,620000,683625,2024
FC Dallas,Junqua,Sam,Left-back,200000,212368,2024
FC Dallas,Delgado,Patrickson,Defensive Midfield,150000,176280,2024
FC Dallas,González,Omar,Center-back,89716,114716,2024
FC Dallas,Burgess,Nkosi Tafari,Center-back,347750,347750,2024
FC Dallas,Paes,Maarten,Goalkeeper,325000,397000,2024
FC Dallas,Fraser,Liam,Defensive Midfield,200000,227750,2024
FC Dallas,Maurer,Jimmy,Goalkeeper,89716,113716,2024
FC Dallas,Endeley,Herbert,Right-back,71401,71401,2024
FC Dallas,Ansah,Eugene,Left Wing,600000,702833,2024
FC Dallas,Twumasi,Ema,Right-back,370000,389300,2024
FC Dallas,Kamungo,Bernard,Right Wing,89716,89716,2024
FC Dallas,Illarramendi,Asier,Defensive Midfield,500000,549750,2024
FC Dallas,Korça,Amet,Center-back,71401,71401,2024
Houston Dynamo,Quiñónes,Nelson,Left Wing,231996,252890,2024
Houston Dynamo,Aliyu,Ibrahim,Center Forward,450000,501379,2024
Houston Dynamo,dos Santos Silva,Micael,Center-back,135000,149250,2024
Houston Dynamo,Sviatchenko,Erik,Center-back,774996,824996,2024
Houston Dynamo,Valdez,Xavier,Goalkeeper,89716,99427,2024
Houston Dynamo,Schmitt,Tate,Left-back,150000,150000,2024
Houston Dynamo,Sargeant,Kieran,Defender,71401,73594,2024
Houston Dynamo,Raines,Brooklyn,Central Midfield,100000,118063,2024
Houston Dynamo,Gyamfi,Stephen Annor,Forward,71401,85151,2024
Houston Dynamo,Clark,Steve,Goalkeeper,625000,684281,2024
Houston Dynamo,Kowalczyk,Sebastian,Attacking Midfield,461000,530618,2024
Houston Dynamo,Blessing,Latif,Attacking Midfield,650000,715000,2024
Houston Dynamo,de Lima Júnior,José Artur,Defensive Midfield,700000,783375,2024
Houston Dynamo,Bassi,Amine,Attacking Midfield,605000,605000,2024
Houston Dynamo,Carrasquilla,Adalberto,Central Midfield,550000,658750,2024
Houston Dynamo,Ferreira,Sebastián,Center Forward,1920000,2290200,2024
Houston Dynamo,Herrera,Héctor,Central Midfield,4750000,5246875,2024
Houston Dynamo,Sylla,Ousmane,Midfielder,71401,71401,2024
Houston Dynamo,Gaines,McKinze,Right Wing,120000,122750,2024
Houston Dynamo,Greguš,Ján,Central Midfield,150000,170313,2024
Houston Dynamo,Dorsey,Griffin,Right-back,475000,529667,2024
Houston Dynamo,Segal,Gabriel,Center Forward,71401,71401,2024
Houston Dynamo,Escobar,Franco,Right-back,475000,524167,2024
Houston Dynamo,Bartlow,Ethan,Center-back,250000,260000,2024
Houston Dynamo,Steres,Daniel,Center-back,450000,498425,2024
Houston Dynamo,Smith,Brad,Left-back,424999,471249,2024
Houston Dynamo,Tarbell,Andrew,Goalkeeper,250000,280000,2024
Inter Miami,Afonso,Leo,Center Forward,71401,71401,2024
Inter Miami,Rojas,Matías,Attacking Midfield,150000,516667,2024
Inter Miami,Weigandt,Marcelo,Right-back,150000,384708,2024
Inter Miami,Avilés,Tomás,Center-back,384996,412496,2024
Inter Miami,Farías,Facundo,Attacking Midfield,650000,675000,2024
Inter Miami,Gómez,Diego,Central Midfield,500000,504167,2024
Inter Miami,Freire,Nicolás,Center-back,400000,1000000,2024
Inter Miami,Campana,Leonardo,Center Forward,600000,722333,2024
Inter Miami,Hall,Tyler,Center-back,71401,71401,2024
Inter Miami,Borgelin,Shanyder,Center Forward,71401,73901,2024
Inter Miami,Morales,Santiago,Attacking Midfield,71401,79734,2024
Inter Miami,Allen,Noah,Left-back,89716,91383,2024
Inter Miami,Boatwright,Israel,Right-back,71401,73401,2024
Inter Miami,Fray,Ian,Center-back,125000,125000,2024
Inter Miami,Valencia,Felipe,Right Wing,89716,89716,2024
Inter Miami,Azcona,Edison,Left Wing,110000,110000,2024
Inter Miami,Ochoa,David,Defensive Midfield,71401,73401,2024
Inter Miami,Cremaschi,Benja,Central Midfield,104716,106716,2024
Inter Miami,Kryvtsov,Sergiy,Center-back,750000,809000,2024
Inter Miami,Suárez,Luis,Center Forward,1500000,1500000,2024
Inter Miami,Gressel,Julian,Right Midfield,1092069,1092069,2024
Inter Miami,Alba,Jordi,Left-back,1250000,1500000,2024
Inter Miami,Busquets,Sergio,Defensive Midfield,8499996,8774996,2024
Inter Miami,Messi,Lionel,Right Wing,12000000,20446667,2024
Inter Miami,Bright,Yannick,Right-back,71401,74426,2024
Inter Miami,Sailor,Ryan,Center-back,89716,89716,2024
Inter Miami,Taylor,Robert,Left Wing,300000,326900,2024
Inter Miami,Robinson,Robbie,Left Wing,250000,262000,2024
Inter Miami,Sunderland,Lawson,Central Midfield,71401,71401,2024
Inter Miami,Negri,Franco,Left-back,250000,342500,2024
Inter Miami,Redondo,Federico,Defensive Midfield,150000,255000,2024
Inter Miami,Rodríguez,Emerson,Right Wing,345000,380700,2024
Inter Miami,Callender,Drake,Goalkeeper,349992,405909,2024
Inter Miami,Jensen,Cole,Goalkeeper,71401,71401,2024
Inter Miami,dos Santos,CJ,Goalkeeper,89716,95016,2024
LA Galaxy,Ferkranus,Marcus,Center-back,165000,178625,2024
LA Galaxy,Garcés,Carlos,Center-back,200000,238000,2024
LA Galaxy,Scott,Brady,Goalkeeper,89716,111383,2024
LA Galaxy,Fortes Chaves,Gabriel,Right Wing,1680000,2459000,2024
LA Galaxy,Aude,Julián,Left-back,325000,335000,2024
LA Galaxy,Joveljic,Dejan,Center Forward,683750,683750,2024
LA Galaxy,Cuevas,Mauricio,Right-back,125000,143500,2024
LA Galaxy,Pérez,Jonathan,Left Wing,275000,308000,2024
LA Galaxy,Neal,Jalen,Center-back,165000,178625,2024
LA Galaxy,Cerrillo,Edwin,Defensive Midfield,400000,412500,2024
LA Galaxy,Yamane,Miki,Right-back,550000,616667,2024
LA Galaxy,Yoshida,Maya,Center-back,800000,893334,2024
LA Galaxy,Delgado,Mark,Central Midfield,800000,876250,2024
LA Galaxy,Brugman,Gastón,Defensive Midfield,1200000,1409000,2024
LA Galaxy,Fagúndez,Diego,Left Wing,1250000,1310000,2024
LA Galaxy,Puig,Riqui,Central Midfield,2349996,2449996,2024
LA Galaxy,Paintsil,Joseph,Right Wing,3136000,3358000,2024
LA Galaxy,Lepley,Tucker,Right Wing,71401,73087,2024
LA Galaxy,Micovic,Novak,Goalkeeper,150000,150000,2024
LA Galaxy,Berry,Miguel,Center Forward,175008,181675,2024
LA Galaxy,Cáceres,Martín,Center-back,600000,656667,2024
LA Galaxy,Nelson,John,Left-back,275000,291667,2024
LA Galaxy,McCarthy,John,Goalkeeper,275000,290000,2024
LA Galaxy,Vivi,Gino,Left Wing,71401,71401,2024
LA Galaxy,Zavaleta,Eriq,Center-back,89716,89716,2024
LA Galaxy,Aguirre,Daniel,Central Midfield,93988,93988,2024
LA Galaxy,Bibout,Aaron,Center Forward,71401,71401,2024
LAFC,Chanot,Maxime,Center-back,220000,220000,2024
LAFC,Darboe,Bajung,Left Wing,71401,83781,2024
LAFC,Kamara,Kei,Center Forward,89716,89716,2024
LAFC,Biuk,Stipe,Left Wing,675000,675000,2024
LAFC,Campos,Omar,Left-back,675000,675000,2024
LAFC,Martínez,David,Right Wing,500000,500000,2024
LAFC,Olivera,Cristian,Right Wing,680000,680000,2024
LAFC,González,Mario,Center Forward,800000,800000,2024
LAFC,Atuesta,Eduard,Central Midfield,689700,689700,2024
LAFC,Ordaz,Nathan,Center Forward,128500,131000,2024
LAFC,Dueñas,Érik,Central Midfield,185500,187500,2024
LAFC,Tillman,Timothy,Central Midfield,600000,637500,2024
LAFC,Bogusz,Mateusz,Attacking Midfield,675000,675000,2024
LAFC,Murillo,Jesús,Center-back,500000,559500,2024
LAFC,Sánchez,Ilie,Defensive Midfield,1267875,1267875,2024
LAFC,Long,Aaron,Center-back,1259760,1303044,2024
LAFC,Bouanga,Denis,Left Wing,2920000,3609500,2024
LAFC,Ángel,Tomás,Center Forward,250000,368750,2024
LAFC,Palencia,Sergi,Right-back,350004,557504,2024
LAFC,Hollingshead,Ryan,Left-back,645000,645000,2024
LAFC,Mbacke,Mamadou,Center-back,175000,187750,2024
LAFC,Dellavalle,Lorenzo,Center-back,71401,75151,2024
LAFC,Lloris,Hugo,Goalkeeper,350000,350000,2024
LAFC,Ginella,Francisco,Central Midfield,575000,595833,2024
LAFC,Segura,Eddie,Center-back,250000,250000,2024
LAFC,Romero,Abraham,Goalkeeper,89716,89716,2024
Minnesota United,Jeong,Sang-bin,Center Forward,575750,682458,2024
Minnesota United,Hlongwane,Bongokuhle,Right Wing,605000,655000,2024
Minnesota United,Lod,Robin,Left Midfield,1500000,1639375,2024
Minnesota United,Weah,Patrick,Center Forward,89716,103008,2024
Minnesota United,Padelford,Devin,Left-back,89716,96716,2024
Minnesota United,Tapias,Miguel,Center-back,725000,811875,2024
Minnesota United,Fragapane,Franco,Left Wing,310000,317500,2024
Minnesota United,Pukki,Teemu,Center Forward,3200000,3550000,2024
Minnesota United,Reynoso,Emanuel,Attacking Midfield,1700000,2251200,2024
Minnesota United,Bran,Alejandro,Defensive Midfield,125000,125000,2024
Minnesota United,Valentin,Zarek,Right-back,93988,93988,2024
Minnesota United,Trapp,Wil,Defensive Midfield,400000,445000,2024
Minnesota United,Eriksson,Victor,Center-back,235000,264375,2024
Minnesota United,Oluwaseyi,Tani,Center Forward,89716,89716,2024
Minnesota United,Nyeman,Moses,Defensive Midfield,150000,168822,2024
Minnesota United,Duggan,Morris,Center-back,71401,71401,2024
Minnesota United,Marqués,Mikael,Center-back,125000,141250,2024
Minnesota United,Boxall,Michael,Center-back,675000,728097,2024
Minnesota United,Arriaga,Kervin,Defensive Midfield,240000,259667,2024
Minnesota United,Rosales,Joseph,Central Midfield,93988,93988,2024
Minnesota United,Adebayo-Smith,Jordan,Center Forward,71401,88621,2024
Minnesota United,Bacharach,Hugo,Center-back,71401,73285,2024
Minnesota United,Dotson,Hassani,Central Midfield,500000,557500,2024
Minnesota United,Bristow,Ethan,Left-back,89716,140902,2024
Minnesota United,Dodson,Derek,Right-back,89716,89716,2024
Minnesota United,St. Clair,Dayne,Goalkeeper,460000,481875,2024
Minnesota United,Taylor,D.J.,Right-back,160000,220233,2024
Minnesota United,Irwin,Clint,Goalkeeper,190000,203533,2024
Minnesota United,Harvey,Carlos,Defensive Midfield,71401,81028,2024
Minnesota United,Clark,Caden,Attacking Midfield,350000,382000,2024
MLS Pool,O'Malley,Owen,Right-back,71401,76401,2024
MLS Pool,Altidore,Jozy,Center Forward,1683750,2242574,2024
MLS Pool,Jean,Corentin,Center Forward,720000,788400,2024
MLS Pool,Toure,Dantouma,Right Wing,89716,104334,2024
MLS Pool,Mavinga,Chris,Center-back,650000,702500,2024
MLS Pool,Diomande,Adama,Center Forward,600000,660000,2024
Nashville SC,Sejdić,Amar,Defensive Midfield,89716,89716,2024
Nashville SC,Yearwood,Dru,Central Midfield,550000,597250,2024
Nashville SC,Shaffelburg,Jacob,Left Wing,350000,395000,2024
Nashville SC,Jones,Isaiah,Central Midfield,71401,75401,2024
Nashville SC,Ajago,Forster,Forward,71401,71401,2024
Nashville SC,Martino,Ben,Goalkeeper,89716,109966,2024
Nashville SC,Muyl,Alex,Right Wing,525000,525000,2024
Nashville SC,Sipić,Adem,Center Forward,71401,129053,2024
Nashville SC,Skinner,Joey,Left-back,71401,76401,2024
Nashville SC,Boyd,Tyler,Left Wing,770000,775000,2024
Nashville SC,Moore,Shaq,Right-back,800000,881500,2024
Nashville SC,Davis,Sean,Central Midfield,910000,1024000,2024
Nashville SC,Leal,Randall,Left Wing,1000000,1115000,2024
Nashville SC,Maher,Jack,Center-back,700000,795467,2024
Nashville SC,Godoy,Aníbal,Defensive Midfield,650000,721250,2024
Nashville SC,Zimmerman,Walker,Center-back,3200000,3456979,2024
Nashville SC,Surridge,Sam,Center Forward,2500000,2907639,2024
Nashville SC,Mukhtar,Hany,Attacking Midfield,3800000,5211667,2024
Nashville SC,Pacius,Woobens,Center Forward,71401,71401,2024
Nashville SC,Bunbury,Teal,Center Forward,250000,280000,2024
Nashville SC,Washington,Taylor,Left-back,89716,89716,2024
Nashville SC,Anunga,Tah,Central Midfield,275000,295000,2024
Nashville SC,MacNaughton,Lukas,Center-back,100000,102100,2024
Nashville SC,Gaines,Julian,Right-back,71401,71401,2024
Nashville SC,Bauer,Josh,Center-back,94202,94202,2024
Nashville SC,Willis,Joe,Goalkeeper,600000,658333,2024
Nashville SC,Panicco,Elliot,Goalkeeper,114000,114000,2024
Nashville SC,Lovitz,Daniel,Left-back,556244,573744,2024
Nashville SC,Kallman,Brent,Center-back,89716,89716,2024
New England Revolution,Ivacic,Aljaz,Goalkeeper,385000,470000,2024
New England Revolution,Borrero,Dylan,Left Wing,600000,663962,2024
New England Revolution,Ravas,Henrich,Goalkeeper,240000,267000,2024
New England Revolution,Chancalay,Tomás,Left Wing,950000,1010000,2024
New England Revolution,Suárez,Santiago,Center-back,89716,102938,2024
New England Revolution,Miller,Peyton,Left-back,71401,73401,2024
New England Revolution,Buck,Noel,Central Midfield,89716,89716,2024
New England Revolution,Fry,Malcolm,Right Wing,71401,76961,2024
New England Revolution,Panayotou,Jack,Attacking Midfield,89716,91716,2024
New England Revolution,Bajraktarević,Esmir,Right Wing,115000,120923,2024
New England Revolution,Rivera,Damián,Left Wing,92610,92610,2024
New England Revolution,Bolma,Josh,Central Midfield,89716,96383,2024
New England Revolution,Arreaga,Xavier,Center-back,775000,775000,2024
New England Revolution,Kaye,Mark-Anthony,Central Midfield,750000,750000,2024
New England Revolution,Kessler,Henry,Center-back,1000000,1033333,2024
New England Revolution,Jones,DeJuan,Left-back,786996,793246,2024
New England Revolution,Romney,Dave,Center-back,675000,721667,2024
New England Revolution,Farrell,Andrew,Center-back,683750,683750,2024
